filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,0,"{""name"":""rect"",""x"":376,""y"":362,""width"":302,""height"":99}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,1,"{""name"":""rect"",""x"":617,""y"":500,""width"":75,""height"":32}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,2,"{""name"":""rect"",""x"":556,""y"":565,""width"":130,""height"":41}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,3,"{""name"":""rect"",""x"":513,""y"":536,""width"":63,""height"":23}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,4,"{""name"":""rect"",""x"":444,""y"":588,""width"":51,""height"":41}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,5,"{""name"":""rect"",""x"":478,""y"":588,""width"":63,""height"":31}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,6,"{""name"":""rect"",""x"":288,""y"":582,""width"":119,""height"":84}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,7,"{""name"":""rect"",""x"":231,""y"":624,""width"":139,""height"":87}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_04.png,2007599,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",9,8,"{""name"":""rect"",""x"":223,""y"":712,""width"":408,""height"":210}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,0,"{""name"":""rect"",""x"":806,""y"":78,""width"":173,""height"":101}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,1,"{""name"":""rect"",""x"":786,""y"":238,""width"":130,""height"":77}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,2,"{""name"":""rect"",""x"":951,""y"":187,""width"":93,""height"":52}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,3,"{""name"":""rect"",""x"":873,""y"":416,""width"":67,""height"":27}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,4,"{""name"":""rect"",""x"":875,""y"":445,""width"":57,""height"":17}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,5,"{""name"":""rect"",""x"":977,""y"":724,""width"":181,""height"":121}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,6,"{""name"":""rect"",""x"":1212,""y"":732,""width"":311,""height"":133}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,7,"{""name"":""rect"",""x"":1069,""y"":666,""width"":103,""height"":66}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,8,"{""name"":""rect"",""x"":897,""y"":705,""width"":66,""height"":52}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,9,"{""name"":""rect"",""x"":763,""y"":703,""width"":28,""height"":16}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_06.png,3525896,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",11,10,"{""name"":""rect"",""x"":245,""y"":728,""width"":305,""height"":139}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,0,"{""name"":""rect"",""x"":803,""y"":55,""width"":307,""height"":172}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,1,"{""name"":""rect"",""x"":1025,""y"":235,""width"":155,""height"":65}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,2,"{""name"":""rect"",""x"":944,""y"":389,""width"":124,""height"":38}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,3,"{""name"":""rect"",""x"":1098,""y"":304,""width"":188,""height"":67}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,4,"{""name"":""rect"",""x"":1134,""y"":398,""width"":173,""height"":59}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,5,"{""name"":""rect"",""x"":1089,""y"":501,""width"":97,""height"":34}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,6,"{""name"":""rect"",""x"":875,""y"":356,""width"":82,""height"":42}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,7,"{""name"":""rect"",""x"":710,""y"":237,""width"":51,""height"":35}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,8,"{""name"":""rect"",""x"":447,""y"":720,""width"":210,""height"":88}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,9,"{""name"":""rect"",""x"":702,""y"":720,""width"":102,""height"":52}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,10,"{""name"":""rect"",""x"":772,""y"":737,""width"":365,""height"":196}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,11,"{""name"":""rect"",""x"":1268,""y"":733,""width"":125,""height"":77}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,12,"{""name"":""rect"",""x"":1223,""y"":703,""width"":44,""height"":29}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,13,"{""name"":""rect"",""x"":1112,""y"":706,""width"":44,""height"":22}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
scene_07.png,3953016,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",15,14,"{""name"":""rect"",""x"":1125,""y"":527,""width"":99,""height"":36}","{""name"":""not_defined"",""type"":""car"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
